video;train_type
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615164706.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615165516.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615170106.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615171642.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615172500.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615173645.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615175329.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615175924.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615181157.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615182649.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615183122.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615183357.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615183724.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615184057.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615184607.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615185310.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615190125.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615191421.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615192520.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615192858.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615193542.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615194002.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615195336.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615200519.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615201221.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615202656.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615203129.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615205153.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615205841.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615211038.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615211606.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615211901.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615212625.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615213143.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615214312.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615215726.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615220050.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615220405.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615221633.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615222101.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615223120.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615223545.mp4;Lok
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615231124.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615233044.mp4;Trieb
c:\git\RailwAI\VIDEO\20260615\ADTC Rastatt_00_20260615234053.mp4;Trieb
